OrderNumber,Sales Channel,OrderDate,DeliveryDate,DeliveryTime,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Unit Price,Unit Cost,Revenue,Gross Margin
SO - 0007481,In-Store,2020-10-21,2020-11-11,21,11,45,143,8,1,3953.0,3360.0499999999997,3953.0,592.9500000000003
SO - 0007482,Online,2020-10-21,2020-11-12,22,13,27,65,5,6,3068.6,2454.88,18411.6,3682.319999999998
SO - 0007483,Online,2020-10-21,2020-11-01,11,20,17,309,5,1,944.7,566.82,944.7,377.88
SO - 0007484,Online,2020-10-21,2020-11-19,29,18,33,73,13,1,1239.5,842.86,1239.5,396.64
SO - 0007485,In-Store,2020-10-21,2020-11-07,17,12,34,280,12,3,2338.3,1286.0650000000003,7014.900000000001,3156.705
SO - 0007486,In-Store,2020-10-21,2020-11-06,16,1,10,38,43,5,2445.5,1760.76,12227.5,3423.7000000000007
SO - 0007487,In-Store,2020-10-21,2020-11-07,17,10,30,58,27,5,214.4,145.792,1072.0,343.03999999999996
SO - 0007488,In-Store,2020-10-22,2020-11-21,30,2,19,72,21,8,877.7,561.7280000000001,7021.6,2527.776
SO - 0007489,In-Store,2020-10-22,2020-11-03,12,8,19,61,13,4,2398.6,1703.0059999999999,9594.4,2782.376
SO - 0007490,In-Store,2020-10-22,2020-11-02,11,7,44,347,27,4,3999.9,2919.927,15999.6,4319.892
SO - 0007491,In-Store,2020-10-22,2020-11-02,11,9,24,265,40,8,2412.0,1664.28,19296.0,5981.76
SO - 0007492,Online,2020-10-22,2020-11-18,27,12,14,180,6,3,2981.5,1759.0849999999998,8944.5,3667.245000000001
SO - 0007493,Online,2020-10-22,2020-11-02,11,20,13,212,43,1,2351.7000000000003,1293.4350000000002,2351.7000000000003,1058.265
SO - 0007494,Online,2020-10-22,2020-10-25,3,16,29,32,43,5,1943.0,796.63,9715.0,5731.85
SO - 0007495,Online,2020-10-22,2020-10-26,4,20,24,162,12,5,696.8000000000001,292.656,3484.0000000000005,2020.7200000000005
SO - 0007496,Online,2020-10-23,2020-11-01,9,12,11,62,45,7,1051.9,557.5070000000001,7363.300000000001,3460.7510000000007
SO - 0007497,Online,2020-10-23,2020-11-20,28,13,47,107,24,6,4020.0,2653.2000000000003,24120.0,8200.8
SO - 0007498,In-Store,2020-10-23,2020-11-12,20,9,18,347,5,7,1045.2,836.1600000000001,7316.400000000001,1463.2799999999997
SO - 0007499,Distributor,2020-10-23,2020-11-03,11,25,2,41,2,6,750.4,637.8399999999999,4502.4,675.3600000000001
SO - 0007500,Wholesale,2020-10-23,2020-11-13,21,28,6,237,35,5,1192.6000000000001,644.0040000000001,5963.000000000001,2742.9800000000005
SO - 0007501,Online,2020-10-23,2020-11-14,22,16,32,230,1,3,3959.7000000000003,2098.641,11879.1,5583.177
SO - 0007502,Distributor,2020-10-23,2020-11-07,15,24,13,321,13,6,1996.6000000000001,1417.586,11979.6,3474.0840000000007
SO - 0007503,Wholesale,2020-10-23,2020-11-22,30,26,28,278,33,3,837.5,711.875,2512.5,376.875
SO - 0007504,In-Store,2020-10-23,2020-11-16,24,3,9,248,26,8,1909.5,1145.7,15276.0,6110.4
SO - 0007505,Distributor,2020-10-23,2020-11-01,9,25,43,326,24,7,1011.7,799.243,7081.900000000001,1487.1990000000005
SO - 0007506,In-Store,2020-10-23,2020-11-16,24,7,32,104,12,6,1695.1000000000001,983.158,10170.6,4271.652
SO - 0007507,In-Store,2020-10-24,2020-11-21,28,3,26,71,22,2,1701.8,1412.494,3403.6,578.6120000000001
SO - 0007508,Distributor,2020-10-24,2020-11-08,15,25,12,228,10,4,964.8000000000001,588.528,3859.2000000000003,1505.0880000000002
SO - 0007509,Distributor,2020-10-24,2020-11-15,22,23,8,204,38,1,3557.7000000000003,1814.4270000000001,3557.7000000000003,1743.2730000000001
SO - 0007510,Online,2020-10-24,2020-11-10,17,20,33,18,36,3,3035.1,1335.444,9105.3,5098.967999999999
SO - 0007511,Wholesale,2020-10-24,2020-11-06,13,25,49,317,5,3,1031.8,650.034,3095.3999999999996,1145.2979999999998
SO - 0007512,Wholesale,2020-10-24,2020-11-06,13,27,20,353,3,1,1179.2,554.224,1179.2,624.976
SO - 0007513,Online,2020-10-24,2020-11-02,9,12,10,270,13,4,5648.1,3501.822,22592.4,8585.112000000001
SO - 0007514,Distributor,2020-10-24,2020-11-15,22,23,5,52,30,1,2519.2000000000003,1914.5920000000003,2519.2000000000003,604.608
SO - 0007515,In-Store,2020-10-25,2020-11-06,12,5,15,335,42,5,1782.2,1051.498,8911.0,3653.51
SO - 0007516,Wholesale,2020-10-25,2020-11-03,9,26,50,25,37,7,3758.7000000000003,2706.264,26310.9,7367.052
SO - 0007517,Online,2020-10-25,2020-11-10,16,16,8,325,5,7,1139.0,592.28,7973.0,3827.04
SO - 0007518,Online,2020-10-25,2020-11-01,7,12,12,193,21,6,254.6,157.852,1527.6,580.4879999999998
SO - 0007519,In-Store,2020-10-25,2020-11-07,13,10,50,193,43,1,1929.6000000000001,1138.464,1929.6000000000001,791.1360000000002
SO - 0007520,In-Store,2020-10-25,2020-11-16,22,9,32,80,34,4,3879.3,2366.373,15517.2,6051.7080000000005
SO - 0007521,Online,2020-10-25,2020-11-30,36,14,12,273,27,2,2351.7000000000003,1787.2920000000001,4703.400000000001,1128.8160000000003
SO - 0007522,In-Store,2020-10-25,2020-11-30,36,11,16,105,15,7,1139.0,763.13,7973.0,2631.09
SO - 0007523,In-Store,2020-10-25,2020-11-23,29,11,5,178,25,1,2010.0,1005.0,2010.0,1005.0
SO - 0007524,Online,2020-10-25,2020-11-17,23,19,32,312,14,5,1172.5,961.4499999999999,5862.5,1055.25
SO - 0007525,Online,2020-10-25,2020-11-19,25,17,27,200,38,5,1333.3,533.32,6666.5,3999.8999999999996
SO - 0007526,In-Store,2020-10-26,2020-11-27,32,4,43,14,3,8,5246.1,3042.738,41968.8,17626.896000000004
SO - 0007527,In-Store,2020-10-26,2020-11-27,32,9,25,10,11,1,1159.1000000000001,869.325,1159.1000000000001,289.7750000000001
SO - 0007528,Online,2020-10-26,2020-11-11,16,18,33,35,31,6,2921.2000000000003,2307.7480000000005,17527.2,3680.7119999999977
SO - 0007529,In-Store,2020-10-26,2020-11-05,10,12,3,171,27,7,5165.7,4235.874,36159.9,6508.782000000003
SO - 0007530,Online,2020-10-26,2020-10-30,4,16,29,203,20,8,6291.3,5158.866,50330.4,9059.472000000002
SO - 0007531,Online,2020-10-26,2020-11-14,19,19,32,326,26,4,1869.3,1345.896,7477.2,2093.616
SO - 0007532,Wholesale,2020-10-26,2020-11-12,17,26,33,195,35,8,3959.7000000000003,2930.1780000000003,31677.600000000002,8236.176
SO - 0007533,Wholesale,2020-10-26,2020-11-23,28,25,8,125,20,8,2371.8,1209.6180000000002,18974.4,9297.456
SO - 0007534,In-Store,2020-10-26,2020-11-22,27,11,16,240,34,8,221.1,90.651,1768.8,1043.592
SO - 0007535,Online,2020-10-27,2020-11-09,13,19,26,245,18,8,201.0,102.51,1608.0,787.92
SO - 0007536,Distributor,2020-10-27,2020-11-07,11,23,45,72,19,8,174.20000000000002,120.19800000000001,1393.6000000000001,432.0160000000001
SO - 0007537,Wholesale,2020-10-27,2020-11-26,30,27,1,219,9,1,1989.9,1114.344,1989.9,875.556
SO - 0007538,Online,2020-10-27,2020-11-17,21,14,18,133,28,6,2566.1,1950.2359999999999,15396.599999999999,3695.1839999999993
SO - 0007539,Wholesale,2020-10-27,2020-11-14,18,27,45,135,26,2,1112.2,500.49,2224.4,1223.42
SO - 0007540,In-Store,2020-10-27,2020-11-09,13,10,22,320,39,4,1708.5,1383.885,6834.0,1298.46
SO - 0007541,In-Store,2020-10-27,2020-11-13,17,4,24,174,23,3,924.6,499.28400000000005,2773.8,1275.948
SO - 0007542,Online,2020-10-27,2020-11-08,12,18,45,100,9,3,3899.4,3275.496,11698.2,1871.7119999999995
SO - 0007543,Online,2020-10-27,2020-11-19,23,16,37,96,20,3,1118.9,850.364,3356.7000000000003,805.6080000000002
SO - 0007544,Distributor,2020-10-28,2020-11-06,9,21,39,212,16,6,683.4,444.21,4100.4,1435.1399999999999
SO - 0007545,Distributor,2020-10-28,2020-11-26,29,23,9,172,34,1,5333.2,2986.592,5333.2,2346.6079999999997
SO - 0007546,Online,2020-10-28,2020-12-02,35,13,43,77,21,2,1748.7,1381.4730000000002,3497.4,734.4539999999997
SO - 0007547,Distributor,2020-10-28,2020-11-11,14,23,43,343,5,8,221.1,101.706,1768.8,955.1519999999999
SO - 0007548,Distributor,2020-10-28,2020-11-19,22,23,34,127,14,5,1681.7,1227.641,8408.5,2270.295
SO - 0007549,In-Store,2020-10-28,2020-11-23,26,6,44,14,7,1,817.4,531.3100000000001,817.4,286.0899999999999
SO - 0007550,Online,2020-10-28,2020-11-19,22,20,42,41,28,7,964.8000000000001,578.88,6753.6,2701.4400000000005
SO - 0007551,In-Store,2020-10-28,2020-11-13,16,1,49,235,27,4,978.2,401.062,3912.8,2308.552
SO - 0007552,Distributor,2020-10-28,2020-11-12,15,25,18,90,13,2,4006.6,2043.366,8013.2,3926.468
SO - 0007553,In-Store,2020-10-29,2020-12-03,35,5,48,204,14,7,1038.5,695.7950000000001,7269.5,2398.9349999999995
SO - 0007554,Online,2020-10-29,2020-12-01,33,14,23,63,7,7,2452.2000000000003,1741.0620000000001,17165.4,4977.966
SO - 0007555,Distributor,2020-10-29,2020-11-21,23,25,42,316,12,5,1708.5,1042.185,8542.5,3331.5750000000007
SO - 0007556,Wholesale,2020-10-29,2020-11-14,16,25,45,230,27,1,5969.7,4417.5779999999995,5969.7,1552.1220000000003
SO - 0007557,Distributor,2020-10-29,2020-11-02,4,20,16,189,29,6,1902.8,761.12,11416.8,6850.079999999999
SO - 0007558,In-Store,2020-10-29,2020-11-09,11,8,41,83,37,6,2479.0,1041.18,14874.0,8626.92
SO - 0007559,Online,2020-10-29,2020-11-07,9,13,36,55,37,3,3289.7000000000003,2500.172,9869.1,2368.5840000000007
SO - 0007560,Online,2020-10-29,2020-11-09,11,19,39,242,41,6,1078.7,787.451,6472.200000000001,1747.4940000000006
SO - 0007561,In-Store,2020-10-30,2020-11-05,6,6,22,359,16,7,2626.4,1680.8960000000002,18384.8,6618.527999999998
SO - 0007562,Online,2020-10-30,2020-12-07,38,18,13,147,41,7,5487.3,3292.38,38411.1,15364.439999999999
SO - 0007563,In-Store,2020-10-30,2020-11-11,12,9,3,70,46,2,2639.8,1293.502,5279.6,2692.5960000000005
SO - 0007564,Online,2020-10-30,2020-11-24,25,15,46,32,11,2,1165.8,512.952,2331.6,1305.696
SO - 0007565,Online,2020-10-30,2020-11-29,30,13,37,103,32,2,1092.1000000000001,797.2330000000001,2184.2000000000003,589.7340000000002
SO - 0007566,Online,2020-10-30,2020-11-15,16,14,22,365,41,3,6539.2,2942.64,19617.6,10789.679999999998
SO - 0007567,Wholesale,2020-10-30,2020-11-08,9,27,26,55,8,3,1105.5,729.63,3316.5,1127.6100000000001
SO - 0007568,In-Store,2020-10-30,2020-11-28,29,3,36,88,12,3,1098.8,879.04,3296.3999999999996,659.2799999999997
SO - 0007569,Online,2020-10-30,2020-12-03,34,13,4,363,6,3,884.4,725.208,2653.2,477.576
SO - 0007570,Online,2020-10-30,2020-12-05,36,18,28,230,15,6,1755.4,877.7,10532.400000000001,5266.200000000001
SO - 0007571,In-Store,2020-10-30,2020-11-24,25,11,5,85,32,4,1098.8,648.2919999999999,4395.2,1802.0320000000002
SO - 0007572,In-Store,2020-10-30,2020-11-20,21,12,23,112,24,1,1065.3,458.07899999999995,1065.3,607.221
SO - 0007573,Wholesale,2020-10-30,2020-11-10,11,26,32,36,10,5,1815.7,980.4780000000001,9078.5,4176.11
SO - 0007574,In-Store,2020-10-30,2020-11-24,25,10,42,229,35,5,5152.3,2576.15,25761.5,12880.75
SO - 0007575,In-Store,2020-10-31,2020-11-18,18,2,32,192,28,1,2579.5,1212.365,2579.5,1367.135
SO - 0007576,In-Store,2020-10-31,2020-11-10,10,5,48,311,16,3,891.1,356.44000000000005,2673.3,1603.98
SO - 0007577,Online,2020-10-31,2020-11-23,23,14,50,179,12,1,1038.5,591.9449999999999,1038.5,446.55500000000006
SO - 0007578,In-Store,2020-10-31,2020-11-27,27,11,18,242,8,8,951.4,704.036,7611.2,1978.9120000000003
SO - 0007579,Wholesale,2020-10-31,2020-11-19,19,28,25,21,36,6,931.3000000000001,651.91,5587.8,1676.3400000000001
SO - 0007580,Online,2020-10-31,2020-11-10,10,12,24,207,34,1,3450.5,2346.34,3450.5,1104.1599999999999
SO - 0007581,Distributor,2020-10-31,2020-11-14,14,24,24,229,31,1,998.3000000000001,628.9290000000001,998.3000000000001,369.371
SO - 0007582,In-Store,2020-10-31,2020-11-08,8,7,1,238,26,3,3932.9,2831.688,11798.7,3303.6360000000004
SO - 0007583,In-Store,2020-10-31,2020-11-16,16,4,24,58,5,2,3698.4,3106.656,7396.8,1183.4880000000003
SO - 0007584,In-Store,2020-10-31,2020-11-11,11,10,42,113,24,5,1788.9,966.0060000000001,8944.5,4114.469999999999
SO - 0007585,In-Store,2020-10-31,2020-11-28,28,9,33,187,8,6,971.5,777.2,5829.0,1165.7999999999993
SO - 0007586,Online,2020-10-31,2020-11-15,15,12,42,325,32,3,2525.9,1742.8709999999999,7577.700000000001,2349.0870000000014
SO - 0007587,In-Store,2020-11-01,2020-11-12,11,2,5,1,3,2,2391.9,1363.383,4783.8,2057.034
SO - 0007588,In-Store,2020-11-01,2020-11-20,19,9,42,128,41,8,991.6,743.7,7932.8,1983.1999999999998
SO - 0007589,Online,2020-11-01,2020-11-30,29,17,14,330,27,2,234.5,157.115,469.0,154.76999999999998
SO - 0007590,In-Store,2020-11-01,2020-12-02,31,12,24,159,11,4,3886.0,1904.1399999999999,15544.0,7927.4400000000005
SO - 0007591,Distributor,2020-11-01,2020-11-11,10,23,1,171,21,4,5246.1,3619.809,20984.4,6505.164000000001
SO - 0007592,In-Store,2020-11-01,2020-11-15,14,5,42,328,1,4,3973.1,2185.205,15892.4,7151.58
SO - 0007593,Distributor,2020-11-01,2020-11-19,18,23,12,269,28,1,227.8,107.066,227.8,120.73400000000001
SO - 0007594,In-Store,2020-11-01,2020-12-03,32,11,47,283,3,2,167.5,73.7,335.0,187.6
SO - 0007595,In-Store,2020-11-01,2020-11-09,8,3,36,65,17,7,1051.9,662.6970000000001,7363.300000000001,2724.4210000000003
SO - 0007596,Wholesale,2020-11-01,2020-11-26,25,28,35,311,5,3,2217.7000000000003,1153.2040000000002,6653.1,3193.488
SO - 0007597,Distributor,2020-11-01,2020-12-02,31,22,2,316,2,8,1132.3,951.132,9058.4,1449.344
SO - 0007598,Online,2020-11-01,2020-11-26,25,16,34,247,43,3,1085.4,477.576,3256.2000000000003,1823.4720000000002
SO - 0007599,Online,2020-11-01,2020-11-19,18,16,24,318,26,3,958.1,603.6030000000001,2874.3,1063.491
SO - 0007600,Online,2020-11-01,2020-11-19,18,19,46,305,23,5,3651.5,2409.9900000000002,18257.5,6207.549999999999
SO - 0007601,Online,2020-11-02,2020-11-09,7,13,11,359,7,1,1996.6000000000001,1098.13,1996.6000000000001,898.47
SO - 0007602,Online,2020-11-02,2020-11-30,28,17,38,132,4,5,3631.4,2033.5840000000003,18157.0,7989.079999999998
SO - 0007603,Online,2020-11-02,2020-11-09,7,19,26,346,43,4,6472.2,5371.9259999999995,25888.8,4401.096000000001
SO - 0007604,In-Store,2020-11-02,2020-11-29,27,6,2,165,8,4,1896.1000000000001,1573.7630000000001,7584.400000000001,1289.348
SO - 0007605,Distributor,2020-11-02,2020-12-09,37,21,16,308,12,8,1835.8,1193.27,14686.4,5140.24
SO - 0007606,In-Store,2020-11-02,2020-11-12,10,8,25,324,28,2,3966.4,1626.224,7932.8,4680.352000000001
SO - 0007607,In-Store,2020-11-03,2020-12-05,32,7,30,113,6,6,2860.9,1316.0140000000001,17165.4,9269.316
SO - 0007608,Wholesale,2020-11-03,2020-11-22,19,25,11,294,21,2,1983.2,1606.392,3966.4,753.616
SO - 0007609,Online,2020-11-03,2020-11-30,27,16,41,258,33,1,1132.3,622.765,1132.3,509.53499999999997
SO - 0007610,Online,2020-11-03,2020-11-19,16,14,6,283,24,1,991.6,436.30400000000003,991.6,555.296
SO - 0007611,Wholesale,2020-11-03,2020-12-01,28,27,28,162,42,5,2566.1,1026.44,12830.5,7698.299999999999
SO - 0007612,Wholesale,2020-11-03,2020-12-10,37,27,9,92,46,5,1165.8,617.874,5829.0,2739.63
SO - 0007613,Wholesale,2020-11-03,2020-11-16,13,28,32,18,45,4,268.0,152.76,1072.0,460.96000000000004
SO - 0007614,Online,2020-11-03,2020-11-24,21,13,40,336,23,5,214.4,126.496,1072.0,439.52
SO - 0007615,Online,2020-11-04,2020-11-23,19,14,19,271,47,2,167.5,125.625,335.0,83.75
SO - 0007616,In-Store,2020-11-04,2020-11-22,18,12,18,161,40,2,1139.0,455.6,2278.0,1366.8
SO - 0007617,Wholesale,2020-11-04,2020-11-21,17,26,27,187,47,2,2519.2000000000003,1435.944,5038.400000000001,2166.5120000000006
SO - 0007618,In-Store,2020-11-04,2020-11-25,21,4,50,260,29,8,2653.2000000000003,1167.4080000000001,21225.600000000002,11886.336000000001
SO - 0007619,In-Store,2020-11-04,2020-12-03,29,7,15,26,45,3,167.5,142.375,502.5,75.375
SO - 0007620,In-Store,2020-11-04,2020-11-23,19,1,13,202,5,8,1963.1000000000001,1629.373,15704.800000000001,2669.8160000000007
SO - 0007621,Distributor,2020-11-04,2020-11-25,21,21,4,35,47,2,174.20000000000002,74.906,348.40000000000003,198.58800000000002
SO - 0007622,Wholesale,2020-11-05,2020-11-17,12,27,45,162,25,1,3463.9,2909.676,3463.9,554.2240000000002
SO - 0007623,In-Store,2020-11-05,2020-12-11,36,7,18,231,35,4,4006.6,3165.214,16026.4,3365.544
SO - 0007624,Distributor,2020-11-05,2020-12-02,27,23,6,304,22,3,3959.7000000000003,1742.268,11879.1,6652.296
SO - 0007625,In-Store,2020-11-05,2020-11-28,23,9,31,234,7,8,1822.4,1221.008,14579.2,4811.136
SO - 0007626,Distributor,2020-11-05,2020-11-15,10,22,8,347,33,7,2311.5,1525.5900000000001,16180.5,5501.369999999999
SO - 0007627,In-Store,2020-11-05,2020-11-27,22,8,3,366,35,7,891.1,623.77,6237.7,1871.3100000000004
SO - 0007628,In-Store,2020-11-05,2020-12-08,33,12,38,126,11,4,207.70000000000002,97.619,830.8000000000001,440.32400000000007
SO - 0007629,In-Store,2020-11-05,2020-11-12,7,12,36,177,39,3,1279.7,678.2410000000001,3839.1000000000004,1804.377
SO - 0007630,In-Store,2020-11-05,2020-11-16,11,1,2,173,47,8,227.8,100.232,1822.4,1020.5440000000001
SO - 0007631,In-Store,2020-11-06,2020-11-28,22,9,14,174,5,3,1018.4,661.96,3055.2,1069.3199999999997
SO - 0007632,In-Store,2020-11-06,2020-11-21,15,4,41,3,25,3,3939.6,1851.6119999999999,11818.8,6263.964
SO - 0007633,Wholesale,2020-11-06,2020-12-11,35,27,30,171,47,7,1005.0,572.8499999999999,7035.0,3025.0500000000006
SO - 0007634,In-Store,2020-11-06,2020-11-26,20,8,26,309,27,8,1085.4,835.758,8683.2,1997.1360000000004
SO - 0007635,In-Store,2020-11-06,2020-12-05,29,1,29,241,12,8,3872.6,2749.546,30980.8,8984.432
SO - 0007636,Wholesale,2020-11-06,2020-11-21,15,26,50,308,33,6,4006.6,2283.7619999999997,24039.6,10337.028
SO - 0007637,In-Store,2020-11-06,2020-11-14,8,3,7,36,42,8,234.5,126.63000000000001,1876.0,862.9599999999999
SO - 0007638,Distributor,2020-11-07,2020-11-13,6,22,47,306,42,5,1078.7,701.1550000000001,5393.5,1887.7249999999995
SO - 0007639,Distributor,2020-11-07,2020-12-06,29,24,26,99,27,4,2525.9,1288.209,10103.6,4950.764
SO - 0007640,Online,2020-11-07,2020-11-20,13,16,42,174,5,2,2385.2000000000003,1645.788,4770.400000000001,1478.8240000000005
SO - 0007641,In-Store,2020-11-07,2020-12-03,26,1,40,8,37,4,201.0,168.84,804.0,128.64
SO - 0007642,Online,2020-11-07,2020-12-05,28,18,34,304,4,4,1051.9,704.7730000000001,4207.6,1388.5079999999998
SO - 0007643,Wholesale,2020-11-08,2020-11-22,14,28,25,88,25,2,911.2,446.488,1822.4,929.4240000000001
SO - 0007644,Online,2020-11-08,2020-12-05,27,16,28,345,46,8,1748.7,1206.6029999999998,13989.6,4336.776000000002
SO - 0007645,In-Store,2020-11-08,2020-11-19,11,6,49,264,14,3,1252.9,764.269,3758.7000000000003,1465.8930000000005
SO - 0007646,Distributor,2020-11-08,2020-12-09,31,21,12,254,24,5,3886.0,2914.5,19430.0,4857.5
SO - 0007647,Distributor,2020-11-08,2020-11-26,18,23,29,12,39,6,984.9,827.3159999999999,5909.4,945.5039999999999
SO - 0007648,Online,2020-11-08,2020-11-28,20,20,9,245,32,4,1098.8,846.076,4395.2,1010.8959999999997
SO - 0007649,In-Store,2020-11-08,2020-11-18,10,3,36,170,28,7,1132.3,928.4859999999999,7926.099999999999,1426.6980000000003
SO - 0007650,Online,2020-11-08,2020-11-20,12,14,24,337,27,5,5239.400000000001,3824.762,26197.000000000004,7073.190000000002
SO - 0007651,Online,2020-11-09,2020-11-30,21,18,40,80,1,7,194.3,108.80800000000002,1360.1000000000001,598.444
SO - 0007652,In-Store,2020-11-09,2020-11-15,6,7,47,278,8,3,2673.3,1229.718,8019.900000000001,4330.746
SO - 0007653,Online,2020-11-09,2020-12-03,24,20,18,190,8,4,938.0,665.98,3752.0,1088.08
SO - 0007654,In-Store,2020-11-09,2020-11-23,14,9,5,11,40,2,2606.3,1668.0320000000002,5212.6,1876.536
SO - 0007655,Online,2020-11-09,2020-12-06,27,14,30,111,10,7,1025.1000000000001,871.335,7175.700000000001,1076.3550000000005
SO - 0007656,In-Store,2020-11-09,2020-11-14,5,6,45,181,31,8,247.9,143.78199999999998,1983.2,832.9440000000002
SO - 0007657,Distributor,2020-11-09,2020-11-28,19,21,36,218,35,8,1916.2,1341.34,15329.6,4598.880000000001
SO - 0007658,Online,2020-11-09,2020-12-05,26,19,23,75,19,4,1721.9,1084.797,6887.6,2548.4120000000003
SO - 0007659,In-Store,2020-11-09,2020-12-17,38,6,22,299,6,8,1038.5,726.9499999999999,8308.0,2492.4000000000005
SO - 0007660,Wholesale,2020-11-10,2020-11-21,11,28,46,39,27,4,2921.2000000000003,2103.264,11684.800000000001,3271.7440000000006
SO - 0007661,Distributor,2020-11-10,2020-11-18,8,24,21,204,13,8,5031.7,4226.628,40253.6,6440.576000000001
SO - 0007662,In-Store,2020-11-10,2020-11-18,8,8,28,63,13,6,3859.2000000000003,2083.9680000000003,23155.2,10651.392
SO - 0007663,Wholesale,2020-11-10,2020-12-08,28,27,43,229,16,4,991.6,515.6320000000001,3966.4,1903.8719999999998
SO - 0007664,In-Store,2020-11-10,2020-12-07,27,6,32,293,36,1,904.5,361.8,904.5,542.7
SO - 0007665,In-Store,2020-11-10,2020-12-09,29,1,19,133,23,6,6365.0,5028.35,38190.0,8019.899999999998
SO - 0007666,Online,2020-11-10,2020-12-11,31,16,17,130,20,6,1165.8,606.216,6994.799999999999,3357.503999999999
SO - 0007667,Distributor,2020-11-10,2020-11-28,18,23,33,193,35,5,3711.8,2598.2599999999998,18559.0,5567.700000000001
SO - 0007668,Online,2020-11-11,2020-12-04,23,19,4,367,1,6,3959.7000000000003,2138.2380000000003,23758.2,10928.771999999999
SO - 0007669,Online,2020-11-11,2020-12-18,37,16,40,104,19,7,1031.8,815.122,7222.599999999999,1516.746
SO - 0007670,In-Store,2020-11-11,2020-11-23,12,9,8,94,38,8,6365.0,5219.299999999999,50920.0,9165.600000000006
SO - 0007671,Online,2020-11-11,2020-11-23,12,19,16,24,22,5,2559.4,1023.7600000000001,12797.0,7678.2
SO - 0007672,Distributor,2020-11-11,2020-11-20,9,24,6,327,32,5,6452.1,4387.428000000001,32260.5,10323.359999999997
SO - 0007673,Wholesale,2020-11-11,2020-11-25,14,25,3,127,16,6,247.9,111.555,1487.4,818.07
SO - 0007674,Distributor,2020-11-11,2020-11-29,18,21,28,41,27,6,1728.6000000000001,1382.88,10371.6,2074.3199999999997
SO - 0007675,In-Store,2020-11-12,2020-11-23,11,10,34,225,33,2,1132.3,600.119,2264.6,1064.3619999999999
SO - 0007676,In-Store,2020-11-12,2020-11-25,13,12,21,59,29,3,3953.0,2608.98,11859.0,4032.0599999999995
SO - 0007677,Wholesale,2020-11-12,2020-12-15,33,28,10,16,45,5,998.3000000000001,419.286,4991.5,2895.07
SO - 0007678,Online,2020-11-12,2020-11-27,15,15,18,279,38,7,1072.0,857.6,7504.0,1500.8000000000002
SO - 0007679,Wholesale,2020-11-12,2020-12-16,34,27,50,258,4,7,5400.2,2322.086,37801.4,21546.798000000003
SO - 0007680,Wholesale,2020-11-12,2020-11-20,8,26,30,10,21,8,1755.4,754.822,14043.2,8004.624000000001
SO - 0007681,Distributor,2020-11-12,2020-12-13,31,23,19,101,32,8,2458.9,1278.6280000000002,19671.2,9442.176
SO - 0007682,Online,2020-11-12,2020-12-13,31,12,39,295,11,8,1849.2,887.616,14793.6,7692.6720000000005
SO - 0007683,Online,2020-11-12,2020-12-07,25,17,3,221,11,3,1715.2,1063.424,5145.6,1955.3280000000004
SO - 0007684,In-Store,2020-11-12,2020-12-06,24,3,33,186,47,1,1011.7,526.0840000000001,1011.7,485.616
SO - 0007685,Wholesale,2020-11-12,2020-12-17,35,28,40,209,18,8,1078.7,798.238,8629.6,2243.696
SO - 0007686,Distributor,2020-11-13,2020-12-07,24,25,5,361,17,8,1011.7,404.68000000000006,8093.6,4856.16
SO - 0007687,In-Store,2020-11-13,2020-11-28,15,9,33,50,18,3,1025.1000000000001,656.0640000000001,3075.3,1107.108
SO - 0007688,In-Store,2020-11-13,2020-12-15,32,1,24,338,46,6,1775.5,1260.605,10653.0,3089.37
SO - 0007689,In-Store,2020-11-13,2020-12-15,32,3,35,189,9,3,1112.2,478.24600000000004,3336.6000000000004,1901.8620000000003
SO - 0007690,Wholesale,2020-11-13,2020-11-16,3,27,17,305,39,8,716.9,465.985,5735.2,2007.3199999999997
SO - 0007691,In-Store,2020-11-13,2020-12-04,21,2,14,287,27,8,2633.1,1764.1770000000001,21064.8,6951.383999999998
SO - 0007692,Distributor,2020-11-13,2020-12-17,34,24,45,245,46,4,871.0,653.25,3484.0,871.0
SO - 0007693,Online,2020-11-14,2020-11-18,4,18,40,177,34,8,984.9,512.148,7879.2,3782.0159999999996
SO - 0007694,Online,2020-11-14,2020-12-13,29,20,14,204,41,7,1105.5,884.4000000000001,7738.5,1547.699999999999
SO - 0007695,In-Store,2020-11-14,2020-12-12,28,7,6,359,36,6,3068.6,1442.242,18411.6,9758.148
SO - 0007696,Online,2020-11-14,2020-12-14,30,13,36,86,30,3,2371.8,1541.67,7115.400000000001,2490.3900000000003
SO - 0007697,Online,2020-11-14,2020-12-02,18,19,36,209,18,4,3470.6,2221.184,13882.4,4997.663999999999
SO - 0007698,In-Store,2020-11-14,2020-11-26,12,10,38,65,14,6,180.9,103.113,1085.4,466.7220000000001
SO - 0007699,In-Store,2020-11-14,2020-12-04,20,8,10,261,21,1,1139.0,945.37,1139.0,193.63
SO - 0007700,Online,2020-11-14,2020-11-19,5,18,5,172,3,6,850.9,578.6120000000001,5105.4,1633.7279999999992
SO - 0007701,Online,2020-11-14,2020-12-17,33,17,46,294,5,3,3055.2000000000003,1894.2240000000002,9165.6,3482.928
SO - 0007702,In-Store,2020-11-14,2020-12-09,25,8,10,342,22,5,2619.7000000000003,1414.6380000000001,13098.500000000002,6025.310000000001
